target,objective,feature_mode,model,incumbent_diet,incumbent_value,candidate_name,byproduct_type,inclusion_pct,is_observed_pct,mu,sigma,ei,predicted_improvement
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja43,hoja,43.0,False,1.9548357745817637,0.09379096811902297,6.662052365495461e-08,-0.4116198993929989
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja44,hoja,44.0,False,1.9616993503407407,0.0960052466144224,7.977952926908906e-08,-0.4184834751519759
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja45,hoja,45.0,False,1.9685688514086364,0.09826338840061623,9.565311313607315e-08,-0.42535297621987156
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja46,hoja,46.0,False,1.9754543897942631,0.10055878591527974,1.145552823825001e-07,-0.43223851460549834
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja47,hoja,47.0,False,1.9823786665065697,0.10288066426350095,1.3655755199904228e-07,-0.4391627913178049
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja48,hoja,48.0,False,1.9893791449447926,0.1052132641937676,1.6126617136998467e-07,-0.4461632697560278
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja49,hoja,49.0,False,1.9964690157204037,0.1075493485380069,1.8840817854511524e-07,-0.4532531405316389
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Hoja50,hoja,50.0,True,2.003486977986277,0.10994287954220829,2.2171625139822207e-07,-0.46027110279751215
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo30,orujo,30.0,True,1.763668954615156,0.07210112433425547,1.3543600794278018e-05,-0.22045307942639125
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo31,orujo,31.0,False,1.7699406530242334,0.07012678698254564,6.678363459199958e-06,-0.22672477783546863
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo32,orujo,32.0,False,1.7761802104508255,0.06825670061955676,3.1445469616431755e-06,-0.23296433526206073
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo33,orujo,33.0,False,1.782457335546286,0.06644329503126921,1.3903822445441617e-06,-0.23924146035752125
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo34,orujo,34.0,False,1.7887675311130247,0.06469793788898265,5.765196116466321e-07,-0.24555165592425987
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo35,orujo,35.0,False,1.7950949412408927,0.06304101249690713,2.2503484118083564e-07,-0.25187906605212795
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo36,orujo,36.0,False,1.8014296380371895,0.061488522071086224,8.312762206109197e-08,-0.2582137628484247
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo37,orujo,37.0,False,1.8077670859017727,0.060052528288292245,2.925882112599149e-08,-0.2645512107130079
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo38,orujo,38.0,False,1.8141054979739453,0.05874310890628467,9.90168261717088e-09,-0.2708896227851805
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo39,orujo,39.0,False,1.820444227076767,0.057569443981453125,3.2601924409287172e-09,-0.2772283518880021
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo40,orujo,40.0,False,1.826783042805787,0.05654016586349235,1.060036223301022e-09,-0.28356716761702216
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo41,orujo,41.0,False,1.8331218356783376,0.05566333078755239,3.4647297490090217e-10,-0.28990596048957284
FCR,Minimizar FCR,FULL_FEATURES,GP_Compuesto_NoARD,Quinoa30,1.5432158751887648,Orujo42,orujo,42.0,False,1.83946046168898,0.054946216930695346,1.1616281269658444e-10,-0.29624458650021523
